,Unnamed: 0,name,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_location,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_entire_homes.1,calculated_host_listings_count_shared_rooms,reviews_per_month
37,37,APARTMENT INCOMPARABLE PLACE OF THE LYON,3548058,Labourselyon,2012-09-12,"Lyon, France","j'ai voyager dans plusieurs  pays du monde ( Europe,Etat unis,Australie,mexique, japon..) que j'ai trouver superbe et toujours tres bien acceuillit chez divers porpiétaires",,,f,,1.0,2.0,t,2e Arrondissement,45.76413,4.83734,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,190.0,15,1124,15,15,1124,1124,15.0,1124.0,0,0,0,97,8,0,0,2018-10-22,4.38,4.5,4.25,4.88,6938212387343,f,1,1,1,0,0.06
39,39,GD STAND - BUSINESS OR HOLIDAYS- 4*,4829230,Carole,2013-01-24,"Collonges-au-Mont-d'Or, France",,within an hour,1.0,t,6th Arrondissement,5.0,5.0,t,6e Arrondissement,45.76964,4.85835,Entire serviced apartment,Entire home/apt,6,2.0,2.0,3.0,180.0,4,92,4,4,92,92,4.0,92.0,4,27,57,332,36,1,0,2024-09-16,4.56,4.6,4.86,4.63,6938613145318,f,2,2,2,0,0.27
40,40,LYON BROTTEAUX- MEUBLE LONGUE DUREE,4829230,Carole,2013-01-24,"Collonges-au-Mont-d'Or, France",,within an hour,1.0,t,6th Arrondissement,5.0,5.0,t,6e Arrondissement,45.76758,4.8584,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,120.0,45,365,45,45,365,365,45.0,365.0,28,51,81,355,5,3,0,2024-09-10,5.0,4.8,4.8,4.6,"Available with a mobility lease only (""bail mobilité"")",f,2,2,2,0,0.07
41,41,Old nice and cosy appartment,4890321,Karine,2013-01-29,"Lyon, France","Après avoir longtemps travaillé dans la communication publique et le théâtre j'ai entrepris une reconversion et viens de m'installer comme tapissier en sièges !
Je vis à Lyon, une ville que j'adore ! J'ai deux enfants de 21 et 24 qui ont récemment pris leur envol. J'aime le théâtre, la danse (que je pratique en amateur ... contemporain, tango...), cuisiner pour la famille et les amis,  lire, et voyager, seule , avec mon compagnon Sébastien et quelques fois avec mes enfants ou des amis! Mais je suis surtout curieuse de tout ! J'aime faire de nouvelles rencontres et je serai ravie de vous accueillir chez moi, de partager quelques moments ou quelques jours avec vous et de faire en sorte que vous passiez un adorable séjour dans cette ville que j'adore.
Ma devise : pourquoi pas !",within a few hours,0.9,t,,3.0,3.0,t,7e Arrondissement,45.74607,4.84326,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,150.0,2,15,2,2,15,15,2.0,15.0,2,24,54,144,65,12,0,2024-11-11,4.8,4.65,4.91,4.82,6938213041203,f,3,1,1,0,0.46
47,47,"Quiet, Colorful Apartment Close to the Opera House",4154906,Marie,2012-11-15,"Lyon, France",...,within an hour,1.0,t,1st Arrondissement,2.0,3.0,t,1er Arrondissement,45.76914,4.83575,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,110.0,1,15,1,1,1125,1125,1.0,1125.0,10,31,52,261,584,75,4,2024-11-24,4.9,4.94,4.85,4.92,6938112631553,t,1,1,1,0,4.14
49,49,la maison choulans,4469480,Louis,2012-12-22,"Lyon, France",Adepte de découverte et de voyage. J’ai le sens du détail et serais ravi de vous accueillir lors de vos séjours. Toujours prêt à découvrir de nouveaux horizons et à vous faire découvrir mes adresses secrètes.,,,f,,13.0,22.0,t,5e Arrondissement,45.75448,4.81607,Entire townhouse,Entire home/apt,5,1.0,2.0,3.0,144.0,6,32,6,6,32,32,6.0,32.0,5,5,5,15,40,11,0,2024-10-10,4.85,4.73,4.83,4.73,6938513504542,f,7,6,6,0,0.29
55,55,Un jardin en ville - Parking sécurisé,6859895,Catherine,2013-06-11,"Lyon, France","Lyonnaise, je peux vous aider dans votre découverte de la ville. J'aime voyager et échanger. Je parle anglais et serai ravie de vous accueillir.",within an hour,1.0,t,5th Arrondissement,1.0,2.0,t,5e Arrondissement,45.75625,4.7962,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,120.0,1,20,1,1,1125,1125,1.0,1125.0,13,23,50,282,382,16,2,2024-11-30,4.89,4.97,4.94,4.77,6938513037358,f,1,1,1,0,2.75
87,87,T3 de100 m2 Lyon1 pour 6 personnes,9036002,Patrick,2013-09-24,"Lyon, France","Passionné par les voyages, j'ai donc décidé de louer mon appartement lors de mes déplacements car j'aime me retrouver chez l'habitant à l'étranger et retrouver un climat chaleureux et convivial plutôt qu'une chambre d'hôtel froide et impersonnelle.",within an hour,1.0,f,,1.0,1.0,t,1er Arrondissement,45.77208,4.83472,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,119.0,2,1125,2,2,1125,1125,2.0,1125.0,28,58,88,359,106,7,1,2024-12-02,4.67,4.7,4.9,4.8,6938112974815,f,1,1,1,0,0.78
91,91,Lyon centre,6861190,Grégory,2013-06-11,"Lyon, France","Si l'aventure est dangereuse, la routine est mortelle",within a few hours,1.0,f,1st Arrondissement,1.0,1.0,t,1er Arrondissement,45.76839,4.8333,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,100.0,2,5,2,2,5,5,2.0,5.0,1,1,14,104,69,1,1,2024-12-08,4.93,4.96,4.96,4.93,6938112580875,f,1,1,1,0,0.51
94,94,"Appartement au centre, ensoleillé et dans un parc",9439068,Cecile,2013-10-15,"Lyon, France","Bonjour et bienvenue chez nous pour la fête des lumières!_x000D_
Ou bien pour quelques jours..",within a few hours,1.0,t,1st Arrondissement,1.0,2.0,t,1er Arrondissement,45.76859,4.82677,Entire rental unit,Entire home/apt,4,2.0,3.0,4.0,191.0,2,60,2,2,60,60,2.0,60.0,4,10,10,10,22,9,1,2024-12-08,4.86,4.64,4.73,4.82,6938112927897,f,1,1,1,0,0.35
103,103,Charmful flat in the old city Lyon,9672843,Cecile,2013-10-28,"Lyon, France","Bonjour,_x000D_
Passionnée de voyages, de montagne et de cinéma, j'adore ce quartier du Vieux Lyon !_x000D_
Secret ou animé selon les heures de la journée, il est avant tout authentique : je serai ravie de vous faire partager la vie de ce quartier plein d'histoire ... !_x000D_
",within an hour,0.83,f,5th Arrondissement,1.0,2.0,t,5e Arrondissement,45.76232,4.82911,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,115.0,2,10,1,2,10,10,2.0,10.0,20,39,61,336,99,1,1,2024-12-08,4.88,4.84,4.94,4.98,6938512979950,f,1,1,1,0,0.74
108,108,Très beau T5 surplombant Lyon,9782560,Maude,2013-11-03,"Lyon, France",,within a day,1.0,f,,1.0,1.0,t,1er Arrondissement,45.76984,4.82748,Entire rental unit,Entire home/apt,7,2.0,4.0,4.0,125.0,1,1125,1,1,1125,1125,1.0,1125.0,0,25,55,328,12,0,0,2021-12-12,5.0,5.0,5.0,5.0,6938113000054,f,1,1,1,0,0.1
113,113,Modern flat in the center of Lyon,5707606,Patrick,2013-03-31,"Lyon, France",.,within a few hours,1.0,f,2nd Arrondissement,1.0,2.0,t,2e Arrondissement,45.75734,4.83178,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,110.0,2,360,1,2,360,360,2.0,360.0,5,11,16,140,311,47,7,2024-12-11,4.87,4.77,4.93,4.98,6938212511166,f,1,1,1,0,2.33
124,124,Lyon red cross holiday period,9032736,Anne,2013-09-24,"Lyon, France",,within an hour,1.0,f,,1.0,1.0,t,4e Arrondissement,45.77589,4.83494,Entire rental unit,Entire home/apt,5,1.0,3.0,4.0,113.0,2,6,2,2,6,6,2.0,6.0,2,2,2,2,121,17,2,2024-12-08,4.6,4.41,4.91,4.87,6938413097565,f,1,1,1,0,0.99
127,127,"Charmant appartement, vue Fourvière",10120015,Florence,2013-11-19,"Lyon, France","Lyonnaise de cœur, travaillant dans le milieu du tourisme, je serai ravie de vous accueillir le temps d'un week end ou plus dans cette belle ville, pleine de richesse et d'histoire !",within a few hours,1.0,t,,1.0,2.0,t,2e Arrondissement,45.75937,4.83016,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,100.0,2,1125,2,2,1125,1125,2.0,1125.0,4,16,21,200,137,11,2,2024-12-07,4.67,4.52,4.85,4.94,6938212563428,f,1,1,1,0,1.02
128,128,85 m2  centre de lyon rue piètonne,6183392,Marie-Helene,2013-05-01,"Curbigny, France","je suis française, j'habite en bourgogne j'aime voyager afin de connaitre de nouvelles personnes, jouer au golf, cuisiner jouer au tennis faire du ski marcher lire, jardiner_x000D_
j'aime decouvrir de nouveaux pays de nouvelles cultures _x000D_
j'adore recevoir ma famille et mes amis autour d'un bon plat",within a few hours,1.0,f,,1.0,1.0,t,2e Arrondissement,45.7626914978027,4.83271217346191,Entire rental unit,Entire home/apt,6,1.5,2.0,3.0,156.0,3,365,3,3,365,365,3.0,365.0,19,44,74,318,30,3,0,2024-11-03,4.4,3.97,4.43,4.83,6938212661418,f,1,1,1,0,0.24
140,140,Jolie chambre sur une péniche,10342365,Nathalie,2013-11-30,"Lyon, France","Je vis à Lyon depuis 2005, sur la péniche avec mon compagnon et nos enfants respectifs depuis 2011, nous avons entièrement rénové notre bateau et nous adorons ce mode de vie, au fil de l'eau et au coeur de Lyon. Nous sommes sportifs, nous aimons voyager, découvrir de nouvelles cultures, rencontrer des gens.",within a few hours,1.0,f,6th Arrondissement,3.0,5.0,t,6e Arrondissement,45.7718,4.84201,Private room in boat,Private room,2,1.0,1.0,1.0,150.0,2,1125,2,2,1125,1125,2.0,1125.0,16,16,16,16,53,1,1,2024-12-08,4.46,4.58,4.51,4.79,,f,3,0,0,0,0.4
142,142,"Lyon centre, grand appartement au calme",7995669,Laurence,2013-08-07,"Lyon, France","Je suis heureuse de vous accueillir dans mon appartement, où il est bon de se retrouver au calme après le flux de la ville. C'est mon petit nid (bon 80m2 quand même!!), où je me retrouve et aime partager. Alors bienvenus à vous.",within a day,1.0,f,,1.0,1.0,t,7e Arrondissement,45.75333,4.83831,Entire rental unit,Entire home/apt,4,1.5,1.0,3.0,190.0,2,15,2,2,15,15,2.0,15.0,9,23,39,281,52,5,1,2024-12-08,4.76,4.79,4.81,4.69,6938713105303,f,1,1,1,0,0.39
152,152,Wonderful 90m² flat perfectly located near Opera,3945197,Quentin,2012-10-22,"Lyon, France","Hello,
I am Quetin, working in a music festival and i love welcome people at home and travelling around the wordl !
Passionné de voyage,  j'aime vous faire découvrir cette superbe ville de Lyon",within an hour,1.0,t,,1.0,1.0,t,1er Arrondissement,45.76494,4.83311,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,160.0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,6,99,65,14,0,2024-11-11,4.82,4.48,4.94,4.95,6938113000252,f,1,1,1,0,0.52
155,155,"groupe, parking, petit déjeuner, jardin",11621936,Cellne,2014-01-25,"Lyon, France","Passionnée de voyages à l' aventure, et maintenant de tango argentin... faire des rencontres et partager des moments en toute simplicité...",within an hour,1.0,f,,1.0,1.0,t,4e Arrondissement,45.78076,4.8292,Private room in home,Private room,6,1.5,2.0,3.0,114.0,1,1125,1,2,1125,1125,1.0,1125.0,13,42,46,53,71,10,1,2024-12-08,4.89,4.97,4.9,4.84,,f,1,0,0,0,0.56
158,158,Confluence,8131697,Claire,2013-08-13,"Lyon, France",  Femme,within an hour,1.0,f,7th Arrondissement,2.0,3.0,t,2e Arrondissement,45.74337,4.8206,Entire loft,Entire home/apt,4,1.0,2.0,3.0,110.0,5,356,5,5,356,356,5.0,356.0,8,8,15,195,56,8,0,2024-09-21,4.73,4.68,4.84,4.86,6938612620528,f,2,2,2,0,0.43
159,159,"Standing, 2 rooms, 110 sq, Place Bellecour",451047676,Aline,2022-03-24,"Lyon, France",je suis une gérante d'une conciergerie sur Lyon je voyage avec ma famille et je prend souvent des airbnb,within an hour,1.0,f,,62.0,63.0,t,2e Arrondissement,45.7572,4.83302,Entire rental unit,Entire home/apt,6,2.5,2.0,2.0,131.0,1,90,1,2,90,90,1.2,90.0,14,43,71,208,47,2,2,2024-12-09,4.91,4.77,4.96,4.96,6938213041302,f,22,21,21,0,0.38
160,160,Vibrant Flat with Gorgeous View of Saône River,5741457,Thierry,2013-04-02,"Lyon, France","J'ai 2 appartements sur Lyon, que j'ai décoré avec passion pour votre plaisir et votre confort. j'ai utilisé des meubles et objets de qualités souvent rapporté de mes voyages dans le monde. j'espère que vous prendrez autant de plaisir dans mes appartements que j'ai eu à les aménager et que vous respecterez ces endroits.",within an hour,1.0,,,2.0,2.0,t,2e Arrondissement,45.74967,4.82316,Entire loft,Entire home/apt,4,1.0,1.0,1.0,113.0,1,1125,1,1,1125,1125,1.0,1125.0,18,32,55,70,76,7,0,2024-11-01,4.68,4.58,4.82,4.55,6938212659933,f,1,1,1,0,0.61
161,161,Amazing Artistic Flat Fit 4 - Vieux Lyon,402191311,GuestReady,2021-05-18,,"Hi there!

We're GuestReady, a professional property management company helping hosts around the world deliver outstanding experiences to their guests.

We welcome all guests, clean and prepare our homes for your arrival and will be available 24/7, should you have any questions or requests. From the second you book with us to the moment you check-out, we’re here to make sure you have a smooth and comfortable stay!

With our years of experience in the hospitality business, you can be assured of a fantastic stay at any of GuestReady's properties. We manage multiple properties around town, so if you're looking for something specific, do let us know and we'd be happy to help you find the perfect place just for you.
We're looking forward to meeting you and are always ready to answer any of your questions!

Warm regards,
GuestReady Team",,,f,Palais Royal,296.0,1591.0,f,5e Arrondissement,45.76341,4.82828,Entire rental unit,Entire home/apt,4,2.5,1.0,1.0,100.0,2,1125,2,2,1125,1125,2.0,1125.0,23,48,78,311,171,26,1,2024-12-13,4.79,4.68,4.87,4.96,6938512563840,f,13,13,13,0,1.98
162,162,Loger au cœur des pentes de la Croix rousse,9798913,Céline,2013-11-04,"Lyon, France","j'aime voyager en sac à dos et dans les transports en commun, mais ce que j'aime le plus c'est développer des projets culturels et particulièrement musicaux à l'étranger.",within an hour,1.0,f,,1.0,1.0,t,1er Arrondissement,45.77233,4.83025,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,120.0,2,7,2,2,7,7,2.0,7.0,0,0,0,71,11,4,1,2024-12-08,5.0,4.64,5.0,4.91,6938113458231,f,1,1,1,0,0.45
169,169,The green bedroom,12916591,Dominique,2014-03-08,"Lyon, France","Hello, I am fond of cooking, I travel a lot and I practice mountain hiking regularly.  I like meeting and talking with people. I fell in love with Lyon and I will be very happy to help you discover this beautiful city and its cooking. 

Je suis passionnée de cuisine, je voyage beaucoup et je pratique régulièrement la randonnée en montagne. J'aime les rencontres et les discussions. J'adore Lyon et je serai très heureuse de vous faire découvrir cette superbe ville et la cuisine lyonnaise.
Dominique ",within a day,1.0,t,2nd Arrondissement,3.0,5.0,t,2e Arrondissement,45.75529,4.82638,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,130.0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,1,10,8,1,0,2024-06-04,5.0,5.0,5.0,5.0,,f,3,1,1,0,0.07
196,196,"Quai Victor Augagneur, Hôtel-Dieu",7576474,Mohom,2013-07-18,,,within an hour,0.99,t,3rd Arrondissement,14.0,14.0,t,3e Arrondissement,45.75875,4.84109,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,120.0,1,365,1,2,365,365,1.1,365.0,26,54,84,359,862,34,3,2024-11-20,4.9,4.86,4.91,4.91,6938312527668,t,14,14,14,0,6.98
209,209,Chambre d'hôtes indépendante de charme  Lyon 9,16657588,Sylvie Et Xavier,2014-06-11,"Lyon, France","Sylvie et Xavier vous accueillent dans une chambre d’hôtes pour 1 à 3 personnes, au-dessus d’un atelier de peintre, dans un bâtiment atypique d’une ancienne école et sa cour de récré. Vous pourrez vous reposer dans la verdure et la nostalgie de l’enfance…
Dans une maison de village située au nord de Lyon, vous trouverez le calme et la sérénité à 20 min de la place Bellecour !

Entre ville et campagne, nous vous ouvrons les portes de l’ancienne école toute l’année, pour des vacances, un week-end ou l’escapade d’une nuit…

Nous vous accueillerons au bar pour vous offrir une boisson fraîche ou chaude selon la saison.

 http://www.ancienneecole.fr/

Arrivée : à partir de 17h
Départ : fin de matinée",within a few hours,1.0,t,,1.0,1.0,t,9e Arrondissement,45.79923,4.83447,Private room in townhouse,Private room,3,1.0,1.0,2.0,110.0,1,28,1,1,28,28,1.0,28.0,26,56,86,176,59,9,1,2024-12-08,4.92,4.98,4.9,4.78,,f,1,0,0,0,0.8
215,215,Renaissance au cœur du Vieux Lyon,16999525,Karenetfabrice,2014-06-19,"Thonon-les-Bains, France",,,,f,,1.0,1.0,t,5e Arrondissement,45.76469,4.82817,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,150.0,365,1125,365,365,1125,1125,365.0,1125.0,30,60,90,365,0,0,0,,,,,,,f,1,1,1,0,
218,218,A 84m ² Lyon for you.,17110764,Nadine Et Richard,2014-06-22,"Lyon, France","Nous sommes un couple ayant deux adolescentes._x000D_
Nous aimons : _x000D_
   la décoration,_x000D_
   le soleil_x000D_
   l'eau_x000D_
   les voyages_x000D_
   la cuisine._x000D_
   la bonne humeur_x000D_
   la convivialité._x000D_
_x000D_
We are a couple with two teen girls._x000D_
We love: _x000D_
   decoration, _x000D_
   sun _x000D_
   water _x000D_
   travel _x000D_
   the cuisine. _x000D_
   good humor _x000D_
   usability.",,,f,7th Arrondissement,1.0,1.0,f,7e Arrondissement,45.74704,4.84685,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,110.0,365,1125,365,365,1125,1125,365.0,1125.0,0,0,0,105,109,0,0,2018-03-31,4.75,4.94,4.94,4.52,,f,1,1,1,0,0.88
227,227,Charm Old Lyon near courthouse 1,17712817,Odile,2014-07-06,"Lyon, France","J'ai débuté ma vie professionnelle comme éducatrice spécialisée dans un centre lyonnais accueillant des enfants et adolescents en difficulté. Puis, j'ai occupé plusieurs emplois dans une grande société internationale, le dernier en date étant cadre commerciale. Rien à voir me direz-vous ? Et pourtant si... le goût des contacts et la découverte de l'autre, m'ont fait avancer dans les 2 cas. En vous accueillant dans le vieux Lyon, je reste en ligne avec ce que j'aime faire et je vous attends avec plaisir !",within an hour,1.0,t,5th Arrondissement,3.0,3.0,t,5e Arrondissement,45.7632,4.82684,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,133.0,5,1125,5,5,1125,1125,5.0,1125.0,14,44,74,266,339,23,0,2024-10-12,4.95,4.98,4.98,4.97,6938512378550,t,3,3,3,0,2.7
